-63.383,11.218,31.383,22.414,-14.051,0.000,1.000
-63.788,10.983,31.299,22.608,-14.247,0.000,1.000
-64.558,10.932,31.632,22.683,-14.502,0.000,1.000
-65.346,11.473,32.203,23.017,-14.426,0.000,1.000
-65.930,11.469,32.225,23.524,-14.396,0.000,1.000
-65.890,11.497,32.889,23.753,-14.561,0.000,1.000
-67.351,11.642,32.910,23.833,-14.710,0.000,1.000
-67.937,11.820,33.384,23.823,-14.950,0.000,1.000
-68.605,11.575,33.242,23.958,-15.237,0.000,1.000
-68.820,11.735,33.810,24.356,-15.229,0.000,1.000
-69.979,11.942,33.942,24.611,-15.280,0.000,1.000
-70.267,12.123,34.589,24.875,-15.381,0.000,1.000
-70.781,12.333,35.014,25.152,-15.463,0.000,1.000
-71.326,12.188,35.089,25.107,-15.761,0.000,1.000
-72.279,12.405,35.423,25.446,-15.805,0.000,1.000
-72.255,12.509,36.056,25.651,-15.922,0.000,1.000
-72.849,12.343,36.202,25.820,-16.116,0.000,1.000
-74.483,12.721,36.270,26.107,-16.141,0.000,1.000
-74.689,12.566,36.594,26.161,-16.460,0.000,1.000
-75.719,13.050,36.940,26.545,-16.330,0.000,1.000
-75.726,13.095,37.608,26.727,-16.498,0.000,1.000
-76.854,13.284,37.851,26.950,-16.619,0.000,1.000
-77.172,13.323,38.375,27.151,-16.766,0.000,1.000
-77.256,13.273,38.567,27.344,-16.911,0.000,1.000
-78.731,13.425,38.664,27.565,-17.059,0.000,1.000
-78.780,13.469,39.312,27.886,-17.134,0.000,1.000
-79.999,13.872,39.608,27.993,-17.227,0.000,1.000
-80.332,13.803,39.811,28.349,-17.311,0.000,1.000
-80.735,13.980,40.240,28.574,-17.437,0.000,1.000
-81.815,14.224,40.523,28.733,-17.530,0.000,1.000
-82.329,14.107,40.645,28.946,-17.711,0.000,1.000
-82.961,14.270,41.100,29.261,-17.731,0.000,1.000
-83.212,14.354,41.368,29.523,-17.856,0.000,1.000
-84.284,14.266,41.376,29.489,-18.133,0.000,1.000
-85.131,14.705,41.725,29.883,-18.020,0.000,1.000
-84.728,14.439,42.639,30.265,-18.203,0.000,1.000
-85.596,14.610,42.371,30.418,-18.387,0.000,1.000
-86.208,14.896,43.314,30.424,-18.532,0.000,1.000
-87.305,14.868,43.087,30.929,-18.496,0.000,1.000
-88.071,15.212,43.596,30.958,-18.658,0.000,1.000
-89.023,15.037,43.438,31.146,-18.856,0.000,1.000
-89.306,15.066,43.888,31.215,-19.095,0.000,1.000
-89.832,15.363,44.389,31.489,-19.069,0.000,1.000
-90.685,15.363,44.593,31.552,-19.283,0.000,1.000
-91.393,15.716,45.090,32.050,-19.182,0.000,1.000
-91.632,15.658,45.335,32.190,-19.381,0.000,1.000
-92.429,15.758,45.696,32.421,-19.534,0.000,1.000
-93.316,16.024,46.066,32.775,-19.486,0.000,1.000
-93.850,16.025,46.274,32.925,-19.676,0.000,1.000
-94.485,15.992,46.295,33.054,-19.862,0.000,1.000
-94.890,16.345,47.094,33.393,-19.864,0.000,1.000
-95.092,16.250,47.428,33.711,-19.939,0.000,1.000
-96.319,16.377,47.638,33.766,-20.151,0.000,1.000
-96.718,16.379,47.926,33.822,-20.359,0.000,1.000
-96.536,16.599,48.682,34.000,-20.453,0.000,1.000
-98.125,16.696,48.568,34.220,-20.577,0.000,1.000
-98.290,16.780,49.075,34.545,-20.661,0.000,1.000
-99.272,16.987,49.184,34.893,-20.681,0.000,1.000
-100.025,17.074,49.506,35.076,-20.802,0.000,1.000
-99.973,16.894,50.015,35.081,-21.121,0.000,1.000
-100.948,17.309,50.016,35.931,-20.824,0.000,1.000
-101.335,17.287,50.541,35.600,-21.122,0.000,1.000
-101.700,16.860,50.557,35.806,-21.231,0.000,1.000
-102.622,17.282,51.099,35.802,-21.343,0.000,1.000
-102.873,17.413,51.429,36.086,-21.363,0.000,1.000
-4.390,1.525,1.608,2.720,-3.188,1.000,1.000
-5.077,1.576,2.098,2.764,-3.365,1.000,1.000
-5.615,1.732,2.268,3.193,-3.406,1.000,1.000
-6.245,1.808,2.596,3.333,-3.554,1.000,1.000
-6.775,1.853,2.993,3.520,-3.659,1.000,1.000
-7.591,2.071,3.177,3.758,-3.755,1.000,1.000
-7.993,2.038,3.640,3.927,-3.909,1.000,1.000
-8.688,2.207,3.860,4.244,-3.982,1.000,1.000
-9.246,2.263,4.236,4.467,-4.076,1.000,1.000
-9.931,2.364,4.533,4.637,-4.217,1.000,1.000
-10.770,2.409,4.899,4.480,-4.535,1.000,1.000
-11.436,2.727,5.307,4.832,-4.505,1.000,1.000
-11.994,2.714,5.473,5.121,-4.609,1.000,1.000
-12.460,2.827,5.898,5.153,-4.866,1.000,1.000
-13.158,2.823,6.123,5.482,-4.883,1.000,1.000
-14.033,3.113,6.437,5.595,-4.962,1.000,1.000
-14.337,3.031,6.528,6.069,-4.986,1.000,1.000
-15.034,3.150,7.010,6.300,-5.091,1.000,1.000
-15.848,3.332,7.250,6.395,-5.263,1.000,1.000
-16.172,3.399,7.574,6.710,-5.346,1.000,1.000
-16.793,3.421,8.004,6.959,-5.455,1.000,1.000
-17.473,3.629,8.247,7.077,-5.603,1.000,1.000
-18.618,3.806,8.566,7.040,-5.819,1.000,1.000
-18.520,3.631,8.744,7.625,-5.863,1.000,1.000
-19.631,3.967,9.314,7.563,-6.015,1.000,1.000
-20.241,4.043,9.459,7.941,-6.047,1.000,1.000
-20.714,4.017,9.934,7.970,-6.278,1.000,1.000
-21.018,4.085,9.980,8.535,-6.222,1.000,1.000
-22.238,4.344,10.299,8.512,-6.391,1.000,0.000
-22.980,4.485,10.756,8.566,-6.592,1.000,0.000
-23.563,4.542,11.027,8.736,-6.701,1.000,0.000
-23.969,4.690,11.418,9.218,-6.698,1.000,0.000
-24.805,4.851,11.828,9.241,-6.887,1.000,0.000
-25.093,4.785,12.320,9.542,-6.989,1.000,0.000
-25.848,4.802,12.166,9.686,-7.221,1.000,0.000
-26.743,4.994,12.524,9.900,-7.230,1.000,0.000
-26.977,5.038,13.054,10.304,-7.255,1.000,0.000
-27.697,5.089,13.250,10.259,-7.548,1.000,0.000
-28.387,5.310,13.418,10.664,-7.548,1.000,0.000
-28.888,5.512,14.088,10.792,-7.691,1.000,0.000
-29.618,5.508,14.354,10.959,-7.781,1.000,0.000
-30.334,5.694,14.645,11.099,-7.962,1.000,0.000
-30.799,5.837,15.104,11.432,-7.993,1.000,0.000
-31.674,6.085,15.265,11.889,-7.916,1.000,0.000
-32.439,5.862,15.360,11.705,-8.306,1.000,0.000
-33.002,6.014,15.552,12.151,-8.312,1.000,0.000
-33.331,5.945,16.023,12.149,-8.602,1.000,0.000
-34.044,6.293,16.464,12.511,-8.605,1.000,0.000
-34.777,6.304,16.555,12.842,-8.691,1.000,0.000
-35.515,6.259,16.922,12.796,-8.969,1.000,0.000
-35.871,6.699,17.632,13.122,-8.916,1.000,0.000
-36.663,6.693,17.916,13.175,-9.177,1.000,0.000
-37.388,6.861,18.173,13.661,-9.124,1.000,0.000
-38.005,6.938,18.296,13.764,-9.299,1.000,0.000
-38.664,6.995,18.598,14.107,-9.357,1.000,0.000
-39.635,7.032,18.769,14.008,-9.695,1.000,0.000
-39.796,7.288,19.465,14.606,-9.609,1.000,0.000
-40.439,7.283,19.676,14.572,-9.876,1.000,0.000
-41.348,7.413,19.792,14.914,-9.946,1.000,0.000
-41.984,7.552,20.160,15.139,-10.006,1.000,0.000
-42.211,7.549,20.621,15.375,-10.151,1.000,0.000
-42.926,7.565,20.844,15.280,-10.486,1.000,0.000
-43.713,7.757,21.157,15.746,-10.455,1.000,0.000
-44.700,7.973,21.331,15.848,-10.578,1.000,0.000
-45.024,8.045,21.978,16.211,-10.650,1.000,0.000
-45.451,8.000,22.073,16.505,-10.773,1.000,0.000
-45.913,8.005,22.479,16.587,-10.992,1.000,0.000
-46.973,8.307,22.697,16.759,-11.077,1.000,0.000
-47.199,8.273,23.281,16.850,-11.288,1.000,0.000
-48.210,8.621,23.328,17.434,-11.148,1.000,0.000
-48.415,8.550,23.863,17.546,-11.293,1.000,0.000
-48.951,8.528,23.868,18.059,-11.338,1.000,0.000
-50.221,8.844,24.130,17.973,-11.524,1.000,0.000
-50.386,8.853,24.904,18.122,-11.671,1.000,0.000
-51.092,9.144,25.118,18.409,-11.720,1.000,0.000
-51.845,8.982,25.162,18.439,-12.028,1.000,0.000
-52.578,9.309,25.800,18.777,-11.987,1.000,0.000
-52.991,9.403,26.217,18.781,-12.208,1.000,0.000
-53.530,9.433,26.441,19.348,-12.170,1.000,0.000
-54.375,9.513,26.448,19.364,-12.404,1.000,0.000
-54.331,9.380,27.209,19.322,-12.753,1.000,0.000
-55.759,9.760,27.111,19.866,-12.610,1.000,0.000
-55.602,9.558,27.109,19.718,-12.761,1.000,0.000
-56.953,9.999,27.779,20.269,-12.821,1.000,0.000
-57.471,10.223,28.420,20.490,-12.938,1.000,0.000
-58.150,10.038,28.415,20.595,-13.184,1.000,0.000
-58.931,10.110,28.727,20.781,-13.357,1.000,0.000
-59.649,10.348,28.929,21.203,-13.293,1.000,0.000
-60.253,10.356,29.275,21.309,-13.531,1.000,0.000
-60.685,10.712,29.868,21.746,-13.459,1.000,0.000
-60.984,10.735,30.441,22.101,-13.611,1.000,0.000
-61.761,10.791,30.463,21.909,-13.879,1.000,0.000
-62.666,10.783,30.659,22.197,-13.993,1.000,0.000
